start,end
2015-01-17 00:00,2015-01-17 23:59
2015-01-18 00:00,2015-01-18 23:59
2015-01-19 00:00,2015-01-19 23:59
2015-01-20 00:00,2015-01-20 23:59
2015-01-21 00:00,2015-01-21 23:59
2015-01-22 00:00,2015-01-22 23:59
2015-01-23 00:00,2015-01-23 23:59
2015-01-24 00:00,2015-01-24 23:59
2015-01-25 00:00,2015-01-25 23:59
2015-01-26 00:00,2015-01-26 23:59
2015-01-27 00:00,2015-01-27 23:59
2015-01-28 00:00,2015-01-28 23:59
2015-01-29 00:00,2015-01-29 23:59
2015-01-30 00:00,2015-01-30 23:59
2015-02-01 00:00,2015-02-01 23:59
2015-02-02 00:00,2015-02-02 23:59
2015-02-03 00:00,2015-02-03 23:59
2015-02-04 00:00,2015-02-04 23:59
2015-02-05 00:00,2015-02-05 23:59
2015-02-06 00:00,2015-02-06 23:59
2015-02-07 00:00,2015-02-07 23:59
2015-02-08 00:00,2015-02-08 23:59
2015-02-09 00:00,2015-02-09 23:59
2015-02-10 00:00,2015-02-10 23:59
2015-02-11 00:00,2015-02-11 23:59
2015-02-12 00:00,2015-02-12 23:59
2015-02-13 00:00,2015-02-13 23:59
2015-02-14 00:00,2015-02-14 23:59
2015-02-15 00:00,2015-02-15 23:59
2015-02-16 00:00,2015-02-16 23:59
2015-02-17 00:00,2015-02-17 23:59
2015-02-18 00:00,2015-02-18 23:59
2015-02-19 00:00,2015-02-19 23:59
2015-02-20 00:00,2015-02-20 23:59
2015-02-21 00:00,2015-02-21 23:59
2015-02-22 00:00,2015-02-22 23:59
2015-02-23 00:00,2015-02-23 23:59
2015-02-24 00:00,2015-02-24 23:59
2015-02-25 00:00,2015-02-25 23:59
2015-02-26 00:00,2015-02-26 23:59
2015-02-27 00:00,2015-02-27 23:59
2015-02-28 00:00,2015-02-28 23:59
2015-03-01 00:00,2015-03-01 23:59
2015-03-02 00:00,2015-03-02 23:59
2015-03-03 00:00,2015-03-03 23:59
2015-03-04 00:00,2015-03-04 23:59
2015-03-05 00:00,2015-03-05 23:59
2015-03-06 00:00,2015-03-06 23:59
2015-03-07 00:00,2015-03-07 23:59
2015-03-08 00:00,2015-03-08 23:59
2015-03-10 00:00,2015-03-10 23:59
2015-03-11 00:00,2015-03-11 23:59
2015-03-12 00:00,2015-03-12 23:59
2015-03-13 00:00,2015-03-13 23:59
2015-03-14 00:00,2015-03-14 23:59
2015-03-15 00:00,2015-03-15 23:59
2015-03-16 00:00,2015-03-16 23:59
2015-03-17 00:00,2015-03-17 23:59
2015-03-18 00:00,2015-03-18 23:59
2015-03-19 00:00,2015-03-19 23:59
2015-03-20 00:00,2015-03-20 23:59
2015-03-21 00:00,2015-03-21 23:59
2015-03-22 00:00,2015-03-22 23:59
2015-03-23 00:00,2015-03-23 23:59
2015-03-24 00:00,2015-03-24 23:59
2015-03-25 00:00,2015-03-25 23:59
2015-03-26 00:00,2015-03-26 23:59
2015-03-28 00:00,2015-03-28 23:59
2015-03-29 00:00,2015-03-29 23:59
2015-03-30 00:00,2015-03-30 23:59
2015-03-31 00:00,2015-03-31 23:59
2015-04-01 00:00,2015-04-01 23:59
2015-04-02 00:00,2015-04-02 23:59
2015-04-03 00:00,2015-04-03 23:59
2015-04-04 00:00,2015-04-04 23:59
2015-04-05 00:00,2015-04-05 23:59
2015-04-06 00:00,2015-04-06 23:59
2015-04-07 00:00,2015-04-07 23:59
2015-04-08 00:00,2015-04-08 23:59
2015-04-09 00:00,2015-04-09 23:59
2015-04-10 00:00,2015-04-10 23:59
2015-04-11 00:00,2015-04-11 23:59
2015-04-12 00:00,2015-04-12 23:59
2015-04-13 00:00,2015-04-13 23:59
2015-04-14 00:00,2015-04-14 23:59
2015-04-15 00:00,2015-04-15 23:59
2015-04-16 00:00,2015-04-16 23:59
2015-04-17 00:00,2015-04-17 23:59
2015-04-18 00:00,2015-04-18 23:59
2015-04-19 00:00,2015-04-19 23:59
2015-04-20 00:00,2015-04-20 23:59
2015-04-21 00:00,2015-04-21 23:59
2015-04-22 00:00,2015-04-22 23:59
2015-04-23 00:00,2015-04-23 23:59
2015-04-24 00:00,2015-04-24 23:59
2015-04-25 00:00,2015-04-25 23:59
2015-04-26 00:00,2015-04-26 23:59
2015-04-27 00:00,2015-04-27 23:59
2015-04-28 00:00,2015-04-28 23:59
2015-04-29 00:00,2015-04-29 23:59
2015-04-30 00:00,2015-04-30 23:59
2015-11-01 00:00,2015-11-01 23:59
2015-11-02 00:00,2015-11-02 23:59
2015-11-04 00:00,2015-11-04 23:59
2015-11-07 00:00,2015-11-07 23:59
2015-11-08 00:00,2015-11-08 23:59
2015-11-11 00:00,2015-11-11 23:59
2015-11-14 00:00,2015-11-14 23:59
2015-11-15 00:00,2015-11-15 23:59
2015-11-16 00:00,2015-11-16 23:59
2015-11-17 00:00,2015-11-17 23:59
2015-11-18 00:00,2015-11-18 23:59
2015-11-19 00:00,2015-11-19 23:59
2015-11-20 00:00,2015-11-20 23:59
2015-11-21 00:00,2015-11-21 23:59
2015-11-22 00:00,2015-11-22 23:59
2015-11-23 00:00,2015-11-23 23:59
2015-11-24 00:00,2015-11-24 23:59
2015-11-25 00:00,2015-11-25 23:59
2015-11-26 00:00,2015-11-26 23:59
2015-11-27 00:00,2015-11-27 23:59
2015-11-28 00:00,2015-11-28 23:59
2015-11-29 00:00,2015-11-29 23:59
2015-11-30 00:00,2015-11-30 23:59
2015-12-01 00:00,2015-12-01 23:59
2015-12-02 00:00,2015-12-02 23:59
2015-12-03 00:00,2015-12-03 23:59
2015-12-04 00:00,2015-12-04 23:59
2015-12-05 00:00,2015-12-05 23:59
2015-12-06 00:00,2015-12-06 23:59
2015-12-07 00:00,2015-12-07 23:59
2015-12-08 00:00,2015-12-08 23:59
2015-12-09 00:00,2015-12-09 23:59
2015-12-10 00:00,2015-12-10 23:59
2015-12-11 00:00,2015-12-11 23:59
2015-12-12 00:00,2015-12-12 23:59
2015-12-13 00:00,2015-12-13 23:59
2015-12-14 00:00,2015-12-14 23:59
2015-12-15 00:00,2015-12-15 23:59
2015-12-17 00:00,2015-12-17 23:59
2015-12-18 00:00,2015-12-18 23:59
2015-12-19 00:00,2015-12-19 23:59
2015-12-20 00:00,2015-12-20 23:59
2015-12-21 00:00,2015-12-21 23:59
2015-12-22 00:00,2015-12-22 23:59
2015-12-23 00:00,2015-12-23 23:59
2015-12-24 00:00,2015-12-24 23:59
2015-12-25 00:00,2015-12-25 23:59
2015-12-26 00:00,2015-12-26 23:59
2015-12-27 00:00,2015-12-27 23:59
2015-12-28 00:00,2015-12-28 23:59
2015-12-29 00:00,2015-12-29 23:59
2015-12-30 00:00,2015-12-30 23:59
2015-12-31 00:00,2015-12-31 23:59
2016-01-01 00:00,2016-01-01 23:59
2016-01-02 00:00,2016-01-02 23:59
2016-01-03 00:00,2016-01-03 23:59
2016-01-04 00:00,2016-01-04 23:59
2016-01-05 00:00,2016-01-05 23:59
2016-01-06 00:00,2016-01-06 23:59
2016-01-07 00:00,2016-01-07 23:59
2016-01-08 00:00,2016-01-08 23:59
2016-01-09 00:00,2016-01-09 23:59
2016-01-10 00:00,2016-01-10 23:59
2016-01-11 00:00,2016-01-11 23:59
2016-01-12 00:00,2016-01-12 23:59
2016-01-13 00:00,2016-01-13 23:59
2016-01-14 00:00,2016-01-14 23:59
2016-01-15 00:00,2016-01-15 23:59
2016-01-16 00:00,2016-01-16 23:59
2016-01-17 00:00,2016-01-17 23:59
2016-01-18 00:00,2016-01-18 23:59
2016-01-19 00:00,2016-01-19 23:59
2016-01-20 00:00,2016-01-20 23:59
2016-01-21 00:00,2016-01-21 23:59
2016-01-22 00:00,2016-01-22 23:59
2016-01-23 00:00,2016-01-23 23:59
2016-01-24 00:00,2016-01-24 23:59
2016-01-25 00:00,2016-01-25 23:59
2016-01-26 00:00,2016-01-26 23:59
2016-01-27 00:00,2016-01-27 23:59
2016-01-28 00:00,2016-01-28 23:59
2016-01-29 00:00,2016-01-29 23:59
2016-01-30 00:00,2016-01-30 23:59
2016-01-31 00:00,2016-01-31 23:59
2016-02-01 00:00,2016-02-01 23:59
2016-02-02 00:00,2016-02-02 23:59
2016-02-03 00:00,2016-02-03 23:59
2016-02-04 00:00,2016-02-04 23:59
2016-02-05 00:00,2016-02-05 23:59
2016-02-06 00:00,2016-02-06 23:59
2016-02-07 00:00,2016-02-07 23:59
2016-02-08 00:00,2016-02-08 23:59
2016-02-09 00:00,2016-02-09 23:59
2016-02-10 00:00,2016-02-10 23:59
2016-02-11 00:00,2016-02-11 23:59
2016-02-12 00:00,2016-02-12 23:59
2016-02-13 00:00,2016-02-13 23:59
2016-02-14 00:00,2016-02-14 23:59
2016-02-15 00:00,2016-02-15 23:59
2016-02-16 00:00,2016-02-16 23:59
2016-02-17 00:00,2016-02-17 23:59
2016-02-18 00:00,2016-02-18 23:59
2016-02-19 00:00,2016-02-19 23:59
2016-02-20 00:00,2016-02-20 23:59
2016-02-21 00:00,2016-02-21 23:59
2016-02-22 00:00,2016-02-22 23:59
2016-02-23 00:00,2016-02-23 23:59
2016-02-24 00:00,2016-02-24 23:59
2016-02-25 00:00,2016-02-25 23:59
2016-02-26 00:00,2016-02-26 23:59
2016-02-27 00:00,2016-02-27 23:59
2016-02-28 00:00,2016-02-28 23:59
2016-03-01 00:00,2016-03-01 23:59
2016-03-02 00:00,2016-03-02 23:59
2016-03-03 00:00,2016-03-03 23:59
2016-03-04 00:00,2016-03-04 23:59
2016-03-05 00:00,2016-03-05 23:59
2016-03-06 00:00,2016-03-06 23:59
2016-03-07 00:00,2016-03-07 23:59
2016-03-08 00:00,2016-03-08 23:59
2016-03-09 00:00,2016-03-09 23:59
2016-03-10 00:00,2016-03-10 23:59
2016-03-11 00:00,2016-03-11 23:59
2016-03-12 00:00,2016-03-12 23:59
2016-03-13 00:00,2016-03-13 23:59
2016-03-14 00:00,2016-03-14 23:59
2016-03-15 00:00,2016-03-15 23:59
2016-03-16 00:00,2016-03-16 23:59
2016-03-17 00:00,2016-03-17 23:59
2016-03-18 00:00,2016-03-18 23:59
2016-03-19 00:00,2016-03-19 23:59
2016-03-20 00:00,2016-03-20 23:59
2016-03-22 00:00,2016-03-22 23:59
2016-03-23 00:00,2016-03-23 23:59
2016-03-24 00:00,2016-03-24 23:59
2016-03-25 00:00,2016-03-25 23:59
2016-03-26 00:00,2016-03-26 23:59
2016-03-27 00:00,2016-03-27 23:59
2016-03-28 00:00,2016-03-28 23:59
2016-03-29 00:00,2016-03-29 23:59
2016-03-30 00:00,2016-03-30 23:59
2016-03-31 00:00,2016-03-31 23:59
2016-04-01 00:00,2016-04-01 23:59
2016-04-13 00:00,2016-04-13 23:59
2016-04-14 00:00,2016-04-14 23:59
2016-04-15 00:00,2016-04-15 23:59
2016-04-16 00:00,2016-04-16 23:59
2016-04-17 00:00,2016-04-17 23:59
2016-04-18 00:00,2016-04-18 23:59
2016-04-19 00:00,2016-04-19 23:59
2016-04-20 00:00,2016-04-20 23:59
2016-04-21 00:00,2016-04-21 23:59
2016-04-22 00:00,2016-04-22 23:59
2016-04-23 00:00,2016-04-23 23:59
2016-04-24 00:00,2016-04-24 23:59
2016-04-25 00:00,2016-04-25 23:59
2016-04-26 00:00,2016-04-26 23:59
2016-04-27 00:00,2016-04-27 23:59
2016-04-28 00:00,2016-04-28 23:59
2016-04-29 00:00,2016-04-29 23:59
2016-04-30 00:00,2016-04-30 23:59
